stock_code,sector
120030,기타 금속 가공제품 제조업
002600,기타 식품 제조업
071320,"증기, 냉·온수 및 공기조절 공급업"
010640,플라스틱제품 제조업
030200,전기 통신업
014580,"시멘트, 석회, 플라스터 및 그 제품 제조업"
009410,토목 건설업
017810,기타 식품 제조업
002960,석유 정제품 제조업
104700,1차 철강 제조업
161890,기타 화학제품 제조업
003350,기타 화학제품 제조업
011500,기타 화학제품 제조업
002390,의약품 제조업
003680,수산물 가공 및 저장 처리업
052690,"건축기술, 엔지니어링 및 관련 기술 서비스업"
000880,기타 화학제품 제조업
143210,자동차 신품 부품 제조업
000720,토목 건설업
126560,전기 통신업
093370,기초 화학물질 제조업
265520,특수 목적용 기계 제조업
067290,의약품 제조업
035600,소프트웨어 개발 및 공급업
089600,광고업
061970,반도체 제조업
184230,소프트웨어 개발 및 공급업
048770,일반 목적용 기계 제조업
246690,신탁업 및 집합투자업
094480,소프트웨어 개발 및 공급업
066620,실내건축 및 건축마무리 공사업
307750,의약품 제조업
130580,기타 사업지원 서비스업
111710,스포츠 서비스업
042420,소프트웨어 개발 및 공급업
085910,자동차 신품 부품 제조업
104620,여행사 및 기타 여행보조 서비스업
004780,기타 금속 가공제품 제조업
290380,"비료, 농약 및 살균, 살충제 제조업"
140520,1차 철강 제조업
194480,소프트웨어 개발 및 공급업
067990,자동차 판매업
075970,기타 비금속 광물제품 제조업
094170,반도체 제조업
025900,나무제품 제조업
376300,소프트웨어 개발 및 공급업
109740,특수 목적용 기계 제조업
228850,의료용 기기 제조업
281740,기타 화학제품 제조업
098120,전자부품 제조업
049950,특수 목적용 기계 제조업
201490,소프트웨어 개발 및 공급업
100120,의료용 기기 제조업
033560,영상 및 음향기기 제조업
082920,일차전지 및 이차전지 제조업
419120,소프트웨어 개발 및 공급업
023600,"펄프, 종이 및 판지 제조업"
036670,기타 화학제품 제조업
032750,통신 및 방송 장비 제조업
054090,그외 기타 제품 제조업
107600,기타 화학제품 제조업
100660,일반 목적용 기계 제조업
018680,의약품 제조업
093920,통신 및 방송 장비 제조업
178320,기타 전기장비 제조업
122690,자동차 신품 부품 제조업
014620,1차 철강 제조업
080470,자동차 신품 부품 제조업
036830,회사 본부 및 경영 컨설팅 서비스업
013810,특수 목적용 기계 제조업
049830,기타 금속 가공제품 제조업
269620,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
160980,특수 목적용 기계 제조업
376290,전자부품 제조업
413630,플라스틱제품 제조업
083930,특수 목적용 기계 제조업
136410,플라스틱제품 제조업
339950,일반 교습 학원
031310,전기 통신업
061040,통신 및 방송 장비 제조업
117670,반도체 제조업
101490,전자부품 제조업
306040,"가죽, 가방 및 유사제품 제조업"
096690,컴퓨터 및 주변장치 제조업
224110,통신 및 방송 장비 제조업
009780,기타 식품 제조업
105550,전자부품 제조업
049480,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
109080,통신 및 방송 장비 제조업
041190,기타산업군
115440,통신 및 방송 장비 제조업
215360,자동차 신품 부품 제조업
065370,소프트웨어 개발 및 공급업
900340,기타산업군
142210,자동차 부품 및 내장품 판매업
264450,통신 및 방송 장비 제조업
372170,특수 목적용 기계 제조업
080010,상품 중개업
041830,의료용 기기 제조업
189300,통신 및 방송 장비 제조업
048530,기초 의약물질 제조업
068330,일반 목적용 기계 제조업
950140,기타 화학제품 제조업
234920,가정용 기기 제조업
217190,특수 목적용 기계 제조업
122310,의료용 기기 제조업
381620,특수 목적용 기계 제조업
137950,기타 화학제품 제조업
072020,기초 의약물질 제조업
094850,여행사 및 기타 여행보조 서비스업
094360,반도체 제조업
050110,전자부품 제조업
078340,소프트웨어 개발 및 공급업
102940,기초 의약물질 제조업
015710,통신 및 방송 장비 제조업
294570,기타 정보 서비스업
066310,반도체 제조업
139670,소프트웨어 개발 및 공급업
336680,전자부품 제조업
360070,일차전지 및 이차전지 제조업
204610,소프트웨어 개발 및 공급업
271830,특수 목적용 기계 제조업
005670,"과실, 채소 가공 및 저장 처리업"
094940,컴퓨터 및 주변장치 제조업
053610,특수 목적용 기계 제조업
319660,특수 목적용 기계 제조업
347740,"그외 기타 전문, 과학 및 기술 서비스업"
006140,의료용 기기 제조업
013030,1차 철강 제조업
126700,사진장비 및 광학기기 제조업
106190,기초 의약물질 제조업
002680,"곡물가공품, 전분 및 전분제품 제조업"
034810,기타산업군
214180,기타 정보 서비스업
234340,기타 정보 서비스업
039010,통신 및 방송 장비 제조업
238490,특수 목적용 기계 제조업
149010,반도체 제조업
224810,실내건축 및 건축마무리 공사업
001040,지주회사
000120,도로 화물 운송업
017940,기타 전문 도매업
007070,종합 소매업
012630,기타산업군
443060,"건축기술, 엔지니어링 및 관련 기술 서비스업"
001060,의약품 제조업
096760,기타산업군
105560,기타산업군
033180,전자부품 제조업
003080,"비료, 농약 및 살균, 살충제 제조업"
210980,부동산 임대 및 공급업
017670,전기 통신업
011810,상품 종합 도매업
267290,연료용 가스 제조 및 배관공급업
017900,반도체 제조업
037710,종합 소매업
083420,기타 화학제품 제조업
001570,기초 화학물질 제조업
013700,건물 건설업
004370,기타 식품 제조업
145210,특수 목적용 기계 제조업
008060,반도체 소재
008110,통신 및 방송 장비 제조업
005750,"내화, 비내화 요업제품 제조업"
016710,회사 본부 및 경영 컨설팅 서비스업
001070,직물직조 및 직물제품 제조업
007590,"비료, 농약 및 살균, 살충제 제조업"
000150,기타산업군
016740,자동차 신품 부품 제조업
092200,자동차 신품 부품 제조업
280360,기타 식품 제조업
012690,기타 종이 및 판지 제품 제조업
005360,생활용품 도매업
134380,기타 화학제품 제조업
003850,의약품 제조업
003960,수산물 가공 및 저장 처리업
006090,수산물 가공 및 저장 처리업
006400,일차전지 및 이차전지 제조업
009150,전자부품 제조업
145990,기타 식품 제조업
004440,"시멘트, 석회, 플라스터 및 그 제품 제조업"
000390,기타 화학제품 제조업
007540,기타산업군
008490,기타 화학제품 제조업
058650,1차 철강 제조업
013000,기타 전문 도매업
134790,가구 제조업
000480,"내화, 비내화 요업제품 제조업"
031430,"섬유, 의복, 신발 및 가죽제품 소매업"
019170,의약품 제조업
002030,회사 본부 및 경영 컨설팅 서비스업
085310,"구조용 금속제품, 탱크 및 증기발생기 제조업"
014440,플라스틱제품 제조업
012160,1차 철강 제조업
017370,특수 목적용 기계 제조업
011330,"가죽, 가방 및 유사제품 제조업"
077500,기계장비 및 관련 물품 도매업
139480,종합 소매업
103590,절연선 및 케이블 제조업
001560,기타 비금속 광물제품 제조업
004700,"가죽, 가방 및 유사제품 제조업"
185750,의약품 제조업
272450,항공 여객 운송업
033250,자동차 신품 부품 제조업
035720,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
006380,기초 화학물질 제조업
002380,기타 화학제품 제조업
145270,부동산 임대 및 공급업
053210,텔레비전 방송업
003690,재 보험업
120110,화학섬유 제조업
192400,기타산업군
006890,기초 화학물질 제조업
010770,자동차 신품 부품 제조업
003670,일차전지 및 이차전지 제조업
293480,의약품 제조업
213500,"펄프, 종이 및 판지 제조업"
004150,기타산업군
011700,일반 목적용 기계 제조업
018880,일반 목적용 기계 제조업
453340,종합 소매업
017800,일반 목적용 기계 제조업
378850,자동차 신품 부품 제조업
003280,해상 운송업
095340,기계장비 및 관련 물품 도매업
024120,자동차 신품 부품 제조업
226360,토목 건설업
122450,텔레비전 방송업
309960,기타산업군
078020,금융 지원 서비스업
114190,기타 전기장비 제조업
950190,소프트웨어 개발 및 공급업
121440,상품 중개업
366030,의복 액세서리 제조업
204020,봉제의복 제조업
114450,기초 의약물질 제조업
053260,1차 철강 제조업
051490,특수 목적용 기계 제조업
190510,전자부품 제조업
348210,특수 목적용 기계 제조업
065150,음·식료품 및 담배 도매업
027830,신탁업 및 집합투자업
120240,기초 화학물질 제조업
005160,1차 철강 제조업
041930,고무제품 제조업
013120,건물 건설업
362990,광고업
310870,자동차 신품 부품 제조업
038390,여행사 및 기타 여행보조 서비스업
038060,반도체 제조업
058470,전자부품 제조업
012700,기타 전문 도매업
277070,신탁업 및 집합투자업
038290,"그외 기타 전문, 과학 및 기술 서비스업"
067280,기타 교육기관
215200,일반 교습 학원
014100,상품 종합 도매업
140410,자연과학 및 공학 연구개발업
417970,특수 목적용 기계 제조업
333050,소프트웨어 개발 및 공급업
100790,기타산업군
038460,전자부품 제조업
089970,특수 목적용 기계 제조업
251630,특수 목적용 기계 제조업
318410,기타 화학제품 제조업
200780,의약품 제조업
042370,기타산업군
018310,"구조용 금속제품, 탱크 및 증기발생기 제조업"
263810,전자부품 제조업
011370,건물 건설업
045300,전자부품 제조업
053450,사진장비 및 광학기기 제조업
086980,"영화, 비디오물, 방송프로그램 제작 및 배급업"
020710,전문디자인업
036710,회사 본부 및 경영 컨설팅 서비스업
092040,기타 식품 제조업
127710,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
214430,전자부품 제조업
119830,"그외 기타 전문, 과학 및 기술 서비스업"
084850,전자부품 제조업
027360,기타산업군
032080,"섬유제품 염색, 정리 및 마무리 가공업"
059120,반도체 제조업
217480,기타 화학제품 제조업
042110,가정용 기기 제조업
031330,기계장비 및 관련 물품 도매업
246250,"그외 기타 전문, 과학 및 기술 서비스업"
041510,오디오물 출판 및 원판 녹음업
365330,"구조용 금속제품, 탱크 및 증기발생기 제조업"
234300,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
039440,특수 목적용 기계 제조업
097780,자동차 신품 부품 제조업
448280,기타 전문 서비스업
247540,일차전지 및 이차전지 제조업
373200,그외 기타 제품 제조업
265740,기타 화학제품 제조업
048830,합성고무 및 플라스틱 물질 제조업
413390,특수 목적용 기계 제조업
347890,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
060850,소프트웨어 개발 및 공급업
250930,플라스틱제품 제조업
080520,반도체 제조업
031510,자동차 신품 부품 제조업
138080,통신 및 방송 장비 제조업
007530,기타 금속 가공제품 제조업
096250,소프트웨어 개발 및 공급업
019210,기타 금속 가공제품 제조업
037400,상품 종합 도매업
065680,전자부품 제조업
307280,의료용품 및 기타 의약 관련제품 제조업
008370,플라스틱제품 제조업
065950,직물직조 및 직물제품 제조업
044340,가정용 기기 제조업
344860,기타 화학제품 제조업
099750,소프트웨어 개발 및 공급업
377330,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
039290,기타 정보 서비스업
094820,전기 및 통신 공사업
054950,일반 목적용 기계 제조업
417500,기타 화학제품 제조업
033050,기타 화학제품 제조업
089790,특수 목적용 기계 제조업
038010,"구조용 금속제품, 탱크 및 증기발생기 제조업"
263860,소프트웨어 개발 및 공급업
313760,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
221980,기타 화학제품 제조업
073010,일반 목적용 기계 제조업
056360,통신 및 방송 장비 제조업
322780,"영화, 비디오물, 방송프로그램 제작 및 배급업"
405100,"그외 기타 전문, 과학 및 기술 서비스업"
110790,봉제의복 제조업
393210,소프트웨어 개발 및 공급업
290090,소프트웨어 개발 및 공급업
026150,토목 건설업
119500,기타 금속 가공제품 제조업
331380,영상 및 음향기기 제조업
114630,화학섬유 제조업
445180,기초 화학물질 제조업
151910,전자부품 제조업
137400,특수 목적용 기계 제조업
128660,1차 비철금속 제조업
163730,소프트웨어 개발 및 공급업
053300,소프트웨어 개발 및 공급업
054040,전자부품 제조업
030520,소프트웨어 개발 및 공급업
114810,특수 목적용 기계 제조업
042520,의료용품 및 기타 의약 관련제품 제조업
007770,기초 화학물질 제조업
170030,자동차 신품 부품 제조업
052260,기타 화학제품 제조업
065510,의료용 기기 제조업
037440,"건축기술, 엔지니어링 및 관련 기술 서비스업"
207490,전구 및 조명장치 제조업
116100,자동차 신품 부품 제조업
006840,지주회사
000590,기타산업군
016610,금융 지원 서비스업
000990,반도체 제조업
000210,기초 화학물질 제조업
383220,봉제의복 제조업
078930,기타산업군
010620,선박 및 보트 건조업
267260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
329180,선박 및 보트 건조업
298050,화학섬유 제조업
092220,반도체 제조업
001390,기초 화학물질 제조업
003550,지주회사
011070,전자부품 제조업
001120,상품 중개업
383800,기타산업군
005940,금융 지원 서비스업
034310,회사 본부 및 경영 컨설팅 서비스업
001770,1차 철강 제조업
018670,기타 전문 도매업
285130,합성고무 및 플라스틱 물질 제조업
139130,기타산업군
000500,절연선 및 케이블 제조업
000860,기타 화학제품 제조업
002140,"곡물가공품, 전분 및 전분제품 제조업"
010130,1차 비철금속 제조업
024890,플라스틱제품 제조업
002880,자동차 신품 부품 제조업
001790,"곡물가공품, 전분 및 전분제품 제조업"
003830,화학섬유 제조업
192080,소프트웨어 개발 및 공급업
012510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
004830,플라스틱제품 제조업
002150,"건축기술, 엔지니어링 및 관련 기술 서비스업"
023450,기초 화학물질 제조업
004140,기타 운송관련 서비스업
026960,음·식료품 및 담배 도매업
084670,육상 여객 운송업
034020,일반 목적용 기계 제조업
024090,1차 철강 제조업
070960,일반 및 생활 숙박시설 운영업
002070,봉제의복 제조업
007160,수산물 가공 및 저장 처리업
028050,"건축기술, 엔지니어링 및 관련 기술 서비스업"
032830,보험업
003230,기타 식품 제조업
002810,기타 전문 도매업
023000,자동차 신품 부품 제조업
000520,의약품 제조업
004690,연료용 가스 제조 및 배관공급업
017390,연료용 가스 제조 및 배관공급업
004980,"시멘트, 석회, 플라스터 및 그 제품 제조업"
011300,직물직조 및 직물제품 제조업
000180,회사 본부 및 경영 컨설팅 서비스업
004360,도로 화물 운송업
067830,종합 소매업
075580,선박 및 보트 건조업
031440,음식점업
002870,기타 전문 도매업
112610,"구조용 금속제품, 탱크 및 증기발생기 제조업"
002790,기타 화학제품 제조업
137310,의료용 기기 제조업
097520,영상 및 음향기기 제조업
005320,생활용품 도매업
316140,기타산업군
008600,생활용품 도매업
002920,자동차 신품 부품 제조업
000700,회사 본부 및 경영 컨설팅 서비스업
008730,플라스틱제품 제조업
249420,의약품 제조업
003120,의약품 제조업
030000,광고업
018470,1차 비철금속 제조업
000650,육상 여객 운송업
323410,은행 및 저축기관
381970,자동차 판매업
044820,기타산업군
005740,조선
004100,자동차 신품 부품 제조업
019180,기타 전기장비 제조업
363280,기타산업군
028670,해상 운송업
090080,자동차 신품 부품 제조업
352820,오디오물 출판 및 원판 녹음업
000080,알코올음료 제조업
010100,자동차 신품 부품 제조업
123890,신탁업 및 집합투자업
006200,에너지
017960,"구조용 금속제품, 탱크 및 증기발생기 제조업"
161390,고무제품 제조업
053690,"건축기술, 엔지니어링 및 관련 기술 서비스업"
008930,제약/바이오
014680,기초 화학물질 제조업
010420,기타 전문 도매업
002220,1차 철강 제조업
042660,선박 및 보트 건조업
086280,기타 운송관련 서비스업
001450,보험업
241590,신발 및 신발 부분품 제조업
032560,1차 비철금속 제조업
139050,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
126600,합성고무 및 플라스틱 물질 제조업
297890,특수 목적용 기계 제조업
417200,전자부품 제조업
060250,금융 지원 서비스업
063570,기타 사업지원 서비스업
016250,건물 건설업
013720,자동차 신품 부품 제조업
032540,영상 및 음향기기 제조업
014570,의약품 제조업
026910,1차 철강 제조업
043650,알코올음료 제조업
095660,소프트웨어 개발 및 공급업
033640,반도체 제조업
089140,특수 목적용 기계 제조업
194700,기타 식품 제조업
144960,특수 목적용 기계 제조업
032190,기계장비 및 관련 물품 도매업
017650,기타 종이 및 판지 제품 제조업
045390,기타 전기장비 제조업
007680,건물 건설업
078600,전자부품 제조업
228340,"시멘트, 석회, 플라스터 및 그 제품 제조업"
032960,전자부품 제조업
073190,가구 제조업
110990,특수 목적용 기계 제조업
092070,기타 화학제품 제조업
068930,일반 교습 학원
263020,플라스틱제품 제조업
084650,자연과학 및 공학 연구개발업
215100,기타 전기장비 제조업
900260,기타산업군
067730,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
267980,동·식물성 유지 및 낙농제품 제조업
072870,"서적, 잡지 및 기타 인쇄물 출판업"
133750,일반 교습 학원
086900,기초 의약물질 제조업
408920,기타 사업지원 서비스업
001810,"펄프, 종이 및 판지 제조업"
225530,기타 비금속 광물제품 제조업
250000,음·식료품 및 담배 도매업
032850,소프트웨어 개발 및 공급업
451250,기타 화학제품 제조업
054540,"구조용 금속제품, 탱크 및 증기발생기 제조업"
002290,건물 건설업
037460,통신 및 방송 장비 제조업
027580,플라스틱제품 제조업
063170,상품 중개업
065710,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
357780,기타 화학제품 제조업
059100,전자부품 제조업
052460,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
124500,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
270660,가정용 기기 제조업
237690,의약품 제조업
038110,자동차 신품 부품 제조업
073540,통신 및 방송 장비 제조업
070300,소프트웨어 개발 및 공급업
067570,자동차 신품 부품 제조업
073110,전자부품 제조업
259630,특수 목적용 기계 제조업
053980,소프트웨어 개발 및 공급업
080580,전자부품 제조업
251370,기초 화학물질 제조업
122870,오디오물 출판 및 원판 녹음업
217820,특수 목적용 기계 제조업
076080,건물 건설업
123420,소프트웨어 개발 및 공급업
078070,기타산업군
054930,"건축기술, 엔지니어링 및 관련 기술 서비스업"
900110,기타산업군
088290,자동차 신품 부품 제조업
079950,특수 목적용 기계 제조업
037330,전자부품 제조업
211050,보험 및 연금관련 서비스업
119610,의료용 기기 제조업
019540,자동차 신품 부품 제조업
094970,전자부품 제조업
420570,기타 화학제품 제조업
119850,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
278280,기초 화학물질 제조업
071850,자동차 신품 부품 제조업
900310,기타산업군
089150,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
025880,동물용 사료 및 조제식품 제조업
093320,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
083550,기타 섬유제품 제조업
096240,일반 교습 학원
095610,특수 목적용 기계 제조업
340570,의료용품 및 기타 의약 관련제품 제조업
356860,전자부품 제조업
130740,자동차 신품 부품 제조업
033540,특수 목적용 기계 제조업
140860,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
251970,플라스틱제품 제조업
472850,"섬유, 의복, 신발 및 가죽제품 소매업"
041910,의약품 제조업
023770,소프트웨어 개발 및 공급업
032580,반도체 제조업
161580,특수 목적용 기계 제조업
166090,반도체 제조업
136480,"도축, 육류 가공 및 저장 처리업"
003380,기타산업군
023760,기타산업군
021650,플라스틱제품 제조업
092460,선박 및 보트 건조업
024740,자동차 신품 부품 제조업
319400,일반 목적용 기계 제조업
028080,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
189980,비알코올음료 및 얼음 제조업
